date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:27	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:26%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldIt.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldIt.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:27	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:27%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldIt.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldIt.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:27	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:27%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldCnIt.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldCnIt.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:28	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:27%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldCnIt.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldCnIt.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:28	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:27%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldCn.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldCn.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:28	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:28%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-BoldCn.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-BoldCn.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:28	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:28%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-MediumIt.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-MediumIt.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:29	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:28%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-MediumIt.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-MediumIt.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:29	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:28%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Medium.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Medium.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:29	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:29%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Medium.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Medium.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:29	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:29%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-It.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-It.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:29%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-It.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-It.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:29%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Regular.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Regular.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:30%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Regular.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Regular.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:30%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-SemiboldIt.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-SemiboldIt.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:30	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:30%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-SemiboldIt.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-SemiboldIt.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:31	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:30%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Semibold.woff2	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Semibold.woff2	(from https://www.agrolook.com/assets/css/style.css)
19:43:31	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2025%20Jul%202024%2014:13:30%20GMT	https://www.agrolook.com/assets/fonts/MinionPro-Semibold.woff	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/fonts/MinionPro-Semibold.woff	(from https://www.agrolook.com/assets/css/style.css)
19:43:32	94708/94708	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Nov%202021%2007:04:46%20GMT	https://www.agrolook.com/assets/images/grass.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/grass.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:33	221532/221532	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Sep%202021%2015:31:04%20GMT	https://www.agrolook.com/assets/images/banner-event.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/banner-event.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:33	257345/257345	---M--	200	added ('OK')	image/jpeg	date:Sun,%2026%20Sep%202021%2015:31:20%20GMT	https://www.agrolook.com/assets/images/banner-sponser.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/banner-sponser.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:34	565/565	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Oct%202021%2013:25:38%20GMT	https://www.agrolook.com/assets/images/arrow-left.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/arrow-left.png	(from https://www.agrolook.com/assets/css/style.css)
19:43:34	566/566	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Oct%202021%2013:23:32%20GMT	https://www.agrolook.com/assets/images/arrow-right.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/arrow-right.png	(from https://www.agrolook.com/assets/css/style.css)
19:43:35	474214/474214	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Dec%202021%2006:24:32%20GMT	https://www.agrolook.com/assets/images/aboutus1.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/aboutus1.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:35	336247/336247	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Dec%202021%2006:22:26%20GMT	https://www.agrolook.com/assets/images/aboutus2.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/aboutus2.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:36	1034121/1034121	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Apr%202022%2003:44:22%20GMT	https://www.agrolook.com/assets/images/subscription-bg1.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/subscription-bg1.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:36	1174766/1174766	---M--	200	added ('OK')	image/jpeg	date:Thu,%2015%20Feb%202024%2004:38:42%20GMT	https://www.agrolook.com/assets/images/events-background.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/events-background.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:36	52504/52504	---M--	200	added ('OK')	image/png	date:Fri,%2010%20May%202024%2004:12:02%20GMT	https://www.agrolook.com/assets/images/subs-bg.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/subs-bg.png	(from https://www.agrolook.com/assets/css/style.css)
19:43:36	1116506/1116506	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Apr%202022%2003:44:24%20GMT	https://www.agrolook.com/assets/images/subscription-bg2.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/subscription-bg2.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:36	270627/270627	---M--	200	added ('OK')	image/png	date:Fri,%2010%20May%202024%2004:18:48%20GMT	https://www.agrolook.com/assets/images/subs-bg2.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/subs-bg2.png	(from https://www.agrolook.com/assets/css/style.css)
19:43:37	63777/63777	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2005:51:04%20GMT	https://www.agrolook.com/assets/images/banner-event-2.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/banner-event-2.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:37	755213/755213	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Apr%202022%2003:44:44%20GMT	https://www.agrolook.com/assets/images/sponsor-bg.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/sponsor-bg.jpg	(from https://www.agrolook.com/assets/css/style.css)
19:43:37	26532/26532	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Nov%202021%2005:18:52%20GMT	https://www.agrolook.com/assets/images/clock2.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/clock2.png	(from https://www.agrolook.com/events)
19:43:38	1349/1349	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Nov%202021%2008:52:58%20GMT	https://www.agrolook.com/assets/images/map.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/map.png	(from https://www.agrolook.com/events)
19:43:38	293/293	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Oct%202021%2003:25:04%20GMT	https://www.agrolook.com/assets/images/right-arrow.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/right-arrow.png	(from https://www.agrolook.com/events)
19:43:38	12774/12774	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Jun%202024%2006:40:36%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-24%20121001.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-24%20121001.png	(from https://www.agrolook.com/events)
19:43:39	11294/11294	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2010:47:43%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-14%20161557.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-14%20161557.png	(from https://www.agrolook.com/events)
19:43:39	320025/320025	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jun%202024%2010:46:19%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-26%20161433.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/Screenshot%202024-06-26%20161433.png	(from https://www.agrolook.com/events)
19:43:39	21021/21021	---M--	200	added ('OK')	image/png	date:Fri,%2031%20May%202024%2005:32:49%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/seagriculture-eu-2024-1.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/seagriculture-eu-2024-1.png	(from https://www.agrolook.com/events)
19:43:39	6619/6619	---M--	200	added ('OK')	image/png	date:Thu,%2030%20May%202024%2006:43:04%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/AFT.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/AFT.png	(from https://www.agrolook.com/events)
19:43:39	519694/519694	---M--	200	added ('OK')	image/png	date:Fri,%2014%20Jun%202024%2010:45:04%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/Mumbai.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/Mumbai.png	(from https://www.agrolook.com/events)
19:43:40	121104/121104	---M--	200	added ('OK')	image/jpeg	date:Thu,%2030%20May%202024%2006:17:59%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/4ab6dc51-9575-484c-8e2b-d072b72eaf57.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/4ab6dc51-9575-484c-8e2b-d072b72eaf57.jpg	(from https://www.agrolook.com/events)
19:43:40	28560/28560	---M--	200	added ('OK')	image/png	date:Tue,%2028%20May%202024%2011:34:26%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/IC.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/IC.png	(from https://www.agrolook.com/events)
19:43:40	23090/23090	---M--	200	added ('OK')	image/png	date:Tue,%2028%20May%202024%2011:22:33%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/AC.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/AC.png	(from https://www.agrolook.com/events)
19:43:40	10863/10863	---M--	200	added ('OK')	image/png	date:Tue,%2028%20May%202024%2011:15:41%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/yugaro.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/yugaro.png	(from https://www.agrolook.com/events)
19:43:40	24323/24323	---M--	200	added ('OK')	image/png	date:Tue,%2028%20May%202024%2011:11:01%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/RASE.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/RASE.png	(from https://www.agrolook.com/events)
19:43:40	23608/23608	---M--	200	added ('OK')	image/png	date:Tue,%2028%20May%202024%2011:04:20%20GMT	https://www.agrolook.com/assets/eventsupcomingupload/AB.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventsupcomingupload/AB.png	(from https://www.agrolook.com/events)
19:43:41	127708/127708	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Jun%202024%2007:20:45%20GMT	https://www.agrolook.com/assets/eventspastupload/CAC-banner-1-scaled.webp	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/CAC-banner-1-scaled.webp	(from https://www.agrolook.com/events)
19:43:42	138684/138684	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jul%202024%2005:09:59%20GMT	https://www.agrolook.com/assets/eventspastupload/CAC1.jpeg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/CAC1.jpg	(from https://www.agrolook.com/events)
19:43:42	164574/164574	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2008:43:50%20GMT	https://www.agrolook.com/assets/eventspastupload/IMG-20240321-WA0038.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/IMG-20240321-WA0038.jpg	(from https://www.agrolook.com/events)
19:43:43	138319/138319	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jul%202024%2005:09:59%20GMT	https://www.agrolook.com/assets/eventspastupload/CAC2.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/CAC2.jpg	(from https://www.agrolook.com/events)
19:43:43	93674/93674	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jul%202024%2005:09:59%20GMT	https://www.agrolook.com/assets/eventspastupload/CAC3.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/CAC3.jpg	(from https://www.agrolook.com/events)
19:43:44	670/670	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Dec%202021%2002:55:00%20GMT	https://www.agrolook.com/assets/images/pdf.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/pdf.png	(from https://www.agrolook.com/subscription)
19:43:44	503255/503255	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jul%202024%2005:09:59%20GMT	https://www.agrolook.com/assets/eventspastupload/CAC5.jpg	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/eventspastupload/CAC5.jpg	(from https://www.agrolook.com/events)
19:43:44	470/470	---M--	200	added ('OK')	image/png	date:Fri,%2024%20Dec%202021%2002:55:00%20GMT	https://www.agrolook.com/assets/images/document.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/images/document.png	(from https://www.agrolook.com/subscription)
19:43:46	1738/1738	---M--	200	added ('OK')	image/gif	etag:%2228feccc0-6ca%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/animated-overlay.gif	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/animated-overlay.gif	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:46	332/332	---M--	200	added ('OK')	image/png	etag:%2228feccc0-14c%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:47	315/315	---M--	200	added ('OK')	image/png	etag:%2228feccc0-13b%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_100_f6f6f6_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:47	5867/5867	---M--	200	added ('OK')	image/png	etag:%2228feccc0-16eb%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:47	400/400	---M--	200	added ('OK')	image/png	etag:%2228feccc0-190%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_100_fdf5ce_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:47	119338/119338	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jun%202024%2006:27:23%20GMT	https://www.agrolook.com/assets/newsupload/SPFU.png	C:/My%20Web%20Sites/agrolook1/www.agrolook.com/assets/newsupload/SPFU.png	(from https://www.agrolook.com/news/by_fy28_indian_agro-chemicals_industry_projected_to_reach_14.5_billion_report)
19:43:49	259/259	---M--	200	added ('OK')	image/png	etag:%2228feccc0-103%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_glass_65_ffffff_1x400.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:49	380/380	---M--	200	added ('OK')	image/png	etag:%2228feccc0-17c%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:49	470/470	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1d6%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:49	6837/6837	---M--	200	added ('OK')	image/png	etag:%2228feccc0-1ab5%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_222222_256x240.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_222222_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:50	6351/6351	---M--	200	added ('OK')	image/png	etag:%2228feccc0-18cf%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ffffff_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:50	4601/4601	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f9%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ef8c08_256x240.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ef8c08_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:50	4601/4601	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f9%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_228ef1_256x240.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_228ef1_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:50	4601/4601	---M--	200	added ('OK')	image/png	etag:%2228feccc0-11f9%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ffd27a_256x240.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-icons_ffd27a_256x240.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:51	366/366	---M--	200	added ('OK')	image/png	etag:%2228feccc0-16e%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:51	257/257	---M--	200	added ('OK')	image/png	etag:%2228feccc0-101%22	http://code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	C:/My%20Web%20Sites/agrolook1/code.jquery.com/ui/1.10.4/themes/ui-lightness/images/ui-bg_flat_10_000000_40x100.png	(from http://code.jquery.com/ui/1.10.4/themes/ui-lightness/jquery-ui.css)
19:43:52	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2025%20Jul%202024%2014:13:51%20GMT	https://cdnjs.cloudflare.com/robots.txt		(from https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.5.9/slick-theme.min.css)
19:43:52	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/gh/kenwheeler/slick@1.8.1/slick/slick-theme.css)
